Unnamed: 0,gene symbol,ensembl ID,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:Low,Proteomics-DB:Low,HPA-Ab:,Mouse Infertility,Druggable,CITDBase,normalized RNA expression,Ovarian stroma cells,Follicle cells
162,AIP,ENSG00000110711,0.402293911,0.369579855,No data,No data,No data,0.381068147,No data,0.484917514,aryl hydrocarbon receptor interacting protein,True,,,,,,,45.5,medium,high
163,SNRPN,ENSG00000128739,0.401169752,0.369579855,No data,No data,No data,0.226160359,No data,0.531282238,small nuclear ribonucleoprotein polypeptide N,True,,,,,,,28.4,not detected,na
164,AIRE,ENSG00000160224,0.398897874,0.369579855,No data,No data,No data,0.007391597,No data,0.583075228,autoimmune regulator,True,,,,,,,0.3,na,na
165,ADRB1,ENSG00000043591,0.398646841,0.000260934,No data,0.398581607,No data,No data,No data,No data,adrenoceptor beta 1,True,,,,,,,0.8,not detected,not detected
166,GUCY2C,ENSG00000070019,0.398369203,0.369579855,No data,No data,No data,No data,No data,0.575786958,guanylate cyclase 2C,True,,,,,,,0.2,na,na
167,PDE5A,ENSG00000138735,0.396940433,No data,No data,0.394475164,No data,0.049305369,No data,No data,phosphodiesterase 5A,True,,,,,,,10.0,medium,na
168,MC2R,ENSG00000185231,0.39469568,0.369579855,No data,No data,No data,No data,No data,0.502316513,melanocortin 2 receptor,True,,,,,,,0.0,not detected,not detected
169,OPRK1,ENSG00000082556,0.39216529,No data,No data,0.39216529,No data,No data,No data,No data,opioid receptor kappa 1,True,,,,,,,0.4,not detected,not detected
170,KLB,ENSG00000134962,0.386758725,0.369579855,No data,No data,No data,0.02207213,No data,0.333767567,klotho beta,True,,,,,,,0.2,not detected,medium
171,OPRD1,ENSG00000116329,0.378819351,No data,No data,0.378819351,No data,No data,No data,No data,opioid receptor delta 1,True,,,,,,,0.5,not detected,not detected
172,LARP7,ENSG00000174720,0.370642397,0.369579855,No data,No data,No data,0.021250842,No data,No data,"La ribonucleoprotein 7, transcriptional regulator",True,,,,,,,26.3,low,na
173,TRPV1,ENSG00000196689,0.370319014,No data,No data,0.369579855,No data,0.014783194,No data,No data,transient receptor potential cation channel subfamily V member 1,True,,,,,,,5.1,na,na
174,DMRT1,ENSG00000137090,0.369949435,0.369579855,No data,No data,No data,0.007391597,No data,No data,doublesex and mab-3 related transcription factor 1,True,—,CTB,—,M,Y,True,0.0,not detected,na
175,SOX10,ENSG00000100146,0.369911204,0.340013466,No data,No data,No data,0.133397108,No data,0.538667145,SRY-box transcription factor 10,True,,,,,,,2.4,not detected,not detected
176,MRAP,ENSG00000170262,0.369579855,0.369579855,No data,No data,No data,No data,No data,No data,melanocortin 2 receptor accessory protein,True,,,,,,,0.8,not detected,na
177,FAAH,ENSG00000117480,0.369579855,No data,No data,0.369579855,No data,No data,No data,No data,fatty acid amide hydrolase,True,,,,,,,2.7,not detected,na
178,NNT,ENSG00000112992,0.369579855,0.369579855,No data,No data,No data,No data,No data,No data,nicotinamide nucleotide transhydrogenase,True,,,,,,,5.8,not detected,na
179,GMNN,ENSG00000112312,0.369579855,0.369579855,No data,No data,No data,No data,No data,No data,geminin DNA replication inhibitor,True,—,F,—,,Y,True,7.2,not detected,na
180,P2RY12,ENSG00000169313,0.365343908,No data,No data,0.364974328,No data,0.007391597,No data,No data,purinergic receptor P2Y12,True,,,,,,,2.2,not detected,not detected
181,CEP19,ENSG00000174007,0.363389161,0.332621869,No data,No data,No data,0.036957985,No data,0.598920055,centrosomal protein 19,True,,,,,,,3.8,not detected,not detected
182,RAB3GAP1,ENSG00000115839,0.336645395,0.332621869,No data,No data,No data,0.08047051,No data,No data,RAB3 GTPase activating protein catalytic subunit 1,True,,,,,,,31.3,not detected,high
183,TNFRSF1A,ENSG00000067182,0.334469768,0.332621869,No data,No data,No data,0.036957985,No data,No data,TNF receptor superfamily member 1A,True,,,,,,,59.5,not detected,low
184,KCNN4,ENSG00000104783,0.334093839,No data,No data,0.331595259,No data,0.049971606,No data,No data,potassium calcium-activated channel subfamily N member 4,True,,,,,,,1.3,not detected,not detected
185,VDR,ENSG00000111424,0.321247212,No data,No data,0.281291334,No data,0.466557694,No data,0.591758588,vitamin D receptor,True,,,,,,,1.3,na,na
186,PIK3CA,ENSG00000121879,0.311362271,No data,0.277184891,No data,No data,0.327566662,No data,0.537962418,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",True,,,,,,,15.4,low,na
187,CCDC170,ENSG00000120262,0.310149171,0.0001635,0.310108296,No data,No data,No data,No data,No data,coiled-coil domain containing 170,True,F,—,—,—,—,True,14.4,not detected,not detected
188,SCN9A,ENSG00000169432,0.306983595,No data,No data,0.277184891,No data,No data,No data,0.595974087,sodium voltage-gated channel alpha subunit 9,True,,,,,,,2.1,not detected,medium
189,KIF7,ENSG00000166813,0.304975065,0.275593644,No data,No data,No data,0.009239496,No data,0.583521963,kinesin family member 7,True,,,,,,,10.9,low,na
190,RRM1,ENSG00000167325,0.301552147,No data,No data,0.301182567,No data,0.007391597,No data,No data,ribonucleotide reductase catalytic subunit M1,True,,,,,,,13.6,not detected,low
191,SCN8A,ENSG00000196876,0.301517977,No data,No data,0.277184891,No data,No data,No data,0.486661726,sodium voltage-gated channel alpha subunit 8,True,,,,,,,1.8,na,na
192,PRIM1,ENSG00000198056,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,DNA primase subunit 1,True,,,,,,,9.7,low,na
193,POLA2,ENSG00000014138,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase alpha 2, accessory subunit",True,,,,,,,10.3,low,na
194,POLE3,ENSG00000148229,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase epsilon 3, accessory subunit",True,,,,,,,15.4,not detected,na
195,POLA1,ENSG00000101868,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase alpha 1, catalytic subunit",True,,,,,,,12.9,low,low
196,POLD2,ENSG00000106628,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase delta 2, accessory subunit",True,,,,,,,24.4,not detected,high
197,POLD3,ENSG00000077514,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase delta 3, accessory subunit",True,,,,,,,15.9,medium,na
198,PRIM2,ENSG00000146143,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,DNA primase subunit 2,True,,,,,,,4.3,na,na
199,POLE2,ENSG00000100479,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase epsilon 2, accessory subunit",True,,,,,,,2.7,not detected,low
200,POLD4,ENSG00000175482,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase delta 4, accessory subunit",True,,,,,,,13.0,na,na
201,POLD1,ENSG00000062822,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase delta 1, catalytic subunit",True,,,,,,,8.2,medium,high
202,POLE,ENSG00000177084,0.301182567,No data,No data,0.301182567,No data,No data,No data,No data,"DNA polymerase epsilon, catalytic subunit",True,,,,,,,8.7,na,na
203,CD52,ENSG00000169442,0.300090104,No data,No data,0.300090104,No data,No data,No data,No data,CD52 molecule,True,,,,,,,0.8,na,na
204,SCN4A,ENSG00000007314,0.299694614,No data,No data,0.277184891,No data,No data,No data,0.45019446,sodium voltage-gated channel alpha subunit 4,True,,,,,,,0.0,na,na
205,SCN5A,ENSG00000183873,0.299085577,No data,No data,0.277184891,No data,0.022174791,No data,0.428158262,sodium voltage-gated channel alpha subunit 5,True,,,,,,,0.6,na,na
206,SCN2A,ENSG00000136531,0.295439056,No data,No data,0.277184891,No data,0.011087396,No data,0.360155568,sodium voltage-gated channel alpha subunit 2,True,,,,,,,1.5,not detected,not detected
207,LRP2,ENSG00000081479,0.294941354,0.266097495,No data,No data,No data,No data,No data,0.576877169,LDL receptor related protein 2,True,,,,,,,0.4,not detected,not detected
208,CNR1,ENSG00000118432,0.292134909,No data,No data,0.287707651,No data,0.088545174,No data,No data,cannabinoid receptor 1,True,,,,,,,4.1,not detected,not detected
209,SLC6A3,ENSG00000142319,0.290592447,No data,No data,0.258705898,No data,0.154710234,No data,0.568970861,solute carrier family 6 member 3,True,,,,,,,1.5,not detected,not detected
210,STAG3,ENSG00000066923,0.289664913,0.266097495,No data,No data,No data,0.025767929,No data,0.459895932,stromal antigen 3,True,,,,,,,0.4,not detected,low
211,GABRB1,ENSG00000163288,0.287858386,No data,No data,0.258705898,No data,No data,No data,0.583049759,gamma-aminobutyric acid type A receptor subunit beta1,True,,,,,,,1.1,na,na
212,RERE,ENSG00000142599,0.285194985,0.258705898,No data,No data,No data,0.055334317,No data,0.505188713,arginine-glutamic acid dipeptide repeats,True,,,,,,,24.4,not detected,na
213,PABPC1L,ENSG00000101104,0.28381269,0.258705898,No data,No data,No data,No data,No data,0.502135829,poly(A) binding protein cytoplasmic 1 like,True,,,,,,,16.9,na,na
214,HRAS,ENSG00000174775,0.278357178,No data,0.277184891,No data,No data,0.023445735,No data,No data,"HRas proto-oncogene, GTPase",True,,,,,,,7.7,not detected,na
215,SCN1A,ENSG00000144285,0.277739261,No data,No data,0.277184891,No data,0.011087396,No data,No data,sodium voltage-gated channel alpha subunit 1,True,,,,,,,1.0,na,na
216,TRAIP,ENSG00000183763,0.277716447,0.277184891,No data,No data,No data,0.023920029,No data,No data,TRAF interacting protein,True,,,,,,,3.4,low,na
217,KDM6A,ENSG00000147050,0.277294579,0.258705898,No data,No data,No data,0.026140588,No data,0.360155568,lysine demethylase 6A,True,,,,,,,23.8,not detected,low
218,SCN10A,ENSG00000185313,0.277184891,No data,No data,0.277184891,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 10,True,,,,,,,0.0,na,na
219,SCN3A,ENSG00000153253,0.277184891,No data,No data,0.277184891,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 3,True,,,,,,,1.8,not detected,low
220,SCN7A,ENSG00000136546,0.277184891,No data,No data,0.277184891,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 7,True,,,,,,,33.3,not detected,not detected
221,SCN11A,ENSG00000168356,0.277184891,No data,No data,0.277184891,No data,No data,No data,No data,sodium voltage-gated channel alpha subunit 11,True,,,,,,,0.0,na,na
222,F10,ENSG00000126218,0.277184891,No data,No data,0.277184891,No data,No data,No data,No data,coagulation factor X,True,,,,,,,18.2,na,na
223,EP300,ENSG00000100393,0.275765704,0.258705898,No data,No data,No data,0.016631093,No data,0.333804525,E1A binding protein p300,True,,,,,,,20.2,medium,na
224,GRIK3,ENSG00000163873,0.275351775,No data,No data,0.258705898,No data,No data,No data,0.332917533,glutamate ionotropic receptor kainate type subunit 3,True,,,,,,,1.3,na,na
225,SELE,ENSG00000007908,0.272940725,No data,No data,0.267945395,No data,0.099906611,No data,No data,selectin E,True,,,,,,,9.8,not detected,not detected
226,SELL,ENSG00000188404,0.270748042,No data,No data,0.267945395,No data,0.056052945,No data,No data,selectin L,True,,,,,,,0.8,not detected,not detected
227,RALGAPB,ENSG00000170471,0.266097495,0.266097495,No data,No data,No data,No data,No data,No data,Ral GTPase activating protein non-catalytic subunit beta,True,,,,,,,17.4,not detected,na
228,KMT2D,ENSG00000167548,0.26582315,0.258705898,No data,No data,No data,0.142345044,No data,No data,lysine methyltransferase 2D,True,,,,,,,9.7,not detected,na
229,GABRB3,ENSG00000166206,0.265060271,No data,No data,0.258705898,No data,0.127087455,No data,No data,gamma-aminobutyric acid type A receptor subunit beta3,True,,,,,,,2.5,na,na
230,GRIA2,ENSG00000120251,0.264434386,No data,No data,0.258705898,No data,0.114569755,No data,No data,glutamate ionotropic receptor AMPA type subunit 2,True,,,,,,,1.7,not detected,not detected
231,GABRG3,ENSG00000182256,0.260825849,No data,No data,0.258705898,No data,0.042399022,No data,No data,gamma-aminobutyric acid type A receptor subunit gamma3,True,,,,,,,0.5,not detected,not detected
232,GABRA5,ENSG00000186297,0.260646193,No data,No data,0.258705898,No data,0.038805885,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha5,True,,,,,,,0.7,na,na
233,ADNP,ENSG00000101126,0.259860835,0.258705898,No data,No data,No data,0.023098741,No data,No data,activity dependent neuroprotector homeobox,True,,,,,,,38.8,medium,na
234,GABRA1,ENSG00000022355,0.259814638,No data,No data,0.258705898,No data,0.022174791,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha1,True,,,,,,,1.0,not detected,not detected
235,GABRA2,ENSG00000151834,0.259814638,No data,No data,0.258705898,No data,0.022174791,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha2,True,,,,,,,1.9,na,na
236,GABRG2,ENSG00000113327,0.259722243,No data,No data,0.258705898,No data,0.020326892,No data,No data,gamma-aminobutyric acid type A receptor subunit gamma2,True,,,,,,,1.5,na,na
237,CA2,ENSG00000104267,0.259629848,No data,No data,0.258705898,No data,0.018478993,No data,No data,carbonic anhydrase 2,True,,,,,,,0.5,not detected,na
238,GABRB2,ENSG00000145864,0.259629848,No data,No data,0.258705898,No data,0.018478993,No data,No data,gamma-aminobutyric acid type A receptor subunit beta2,True,,,,,,,0.9,not detected,na
239,GABRA3,ENSG00000011677,0.259629848,No data,No data,0.258705898,No data,0.018478993,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha3,True,,,,,,,0.6,not detected,not detected
240,GRIA1,ENSG00000155511,0.259629848,No data,No data,0.258705898,No data,0.018478993,No data,No data,glutamate ionotropic receptor AMPA type subunit 1,True,,,,,,,1.3,not detected,na
241,GRIA3,ENSG00000125675,0.259629848,No data,No data,0.258705898,No data,0.018478993,No data,No data,glutamate ionotropic receptor AMPA type subunit 3,True,,,,,,,5.6,not detected,medium
242,PUF60,ENSG00000179950,0.259393727,0.258705898,No data,No data,No data,0.013756583,No data,No data,poly(U) binding splicing factor 60,True,,,,,,,23.9,low,low
243,SLC6A2,ENSG00000103546,0.259075478,No data,No data,0.258705898,No data,0.007391597,No data,No data,solute carrier family 6 member 2,True,,,,,,,0.2,not detected,low
244,GRIA4,ENSG00000152578,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,glutamate ionotropic receptor AMPA type subunit 4,True,,,,,,,1.3,na,na
245,GABRG1,ENSG00000163285,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit gamma1,True,,,,,,,3.9,not detected,na
246,GRIK4,ENSG00000149403,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 4,True,,,,,,,8.5,not detected,not detected
247,TRAPPC3,ENSG00000054116,0.258705898,0.258705898,No data,No data,No data,No data,No data,No data,trafficking protein particle complex subunit 3,True,,,,,,,19.9,not detected,na
248,GABRE,ENSG00000102287,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit epsilon,True,,,,,,,1.6,na,na
249,PRORP,ENSG00000100890,0.258705898,0.258705898,No data,No data,No data,No data,No data,No data,protein only RNase P catalytic subunit,True,,,,,,,10.8,medium,na
250,GABRP,ENSG00000094755,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit pi,True,,,,,,,1.1,not detected,na
251,GRIK5,ENSG00000105737,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 5,True,,,,,,,5.3,na,na
252,GABRA4,ENSG00000109158,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha4,True,,,,,,,0.0,na,na
253,GRIK2,ENSG00000105737,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 2,True,,,,,,,5.3,na,na
254,CA4,ENSG00000167434,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,carbonic anhydrase 4,True,,,,,,,1.9,not detected,na
255,GABRA6,ENSG00000145863,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit alpha6,True,,,,,,,0.0,not detected,na
256,GABRD,ENSG00000187730,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit delta,True,,,,,,,0.9,not detected,not detected
257,GABRQ,ENSG00000268089,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,gamma-aminobutyric acid type A receptor subunit theta,True,,,,,,,0.1,na,na
258,GRIK1,ENSG00000171189,0.258705898,No data,No data,0.258705898,No data,No data,No data,No data,glutamate ionotropic receptor kainate type subunit 1,True,,,,,,,1.1,not detected,medium
259,HBS1L,ENSG00000112339,0.225297092,0.221954705,No data,No data,No data,0.066847742,No data,No data,HBS1 like translational GTPase,True,,,,,,,15.6,low,high
260,MEN1,ENSG00000133895,0.222724512,No data,0.184789927,No data,No data,0.399796421,No data,0.581004387,menin 1,True,,,,,,,19.7,not detected,not detected
261,SGO2,ENSG00000163535,0.204090209,0.184789927,No data,No data,No data,0.036957985,No data,0.369579855,shugoshin 2,True,,,,,,,2.2,not detected,na
262,CSHL1,ENSG00000204414,0.202949001,0.173925481,No data,No data,No data,No data,No data,0.580470405,chorionic somatomammotropin hormone like 1,True,,,,,,,0.1,not detected,not detected
263,SIM1,ENSG00000112246,0.199630278,0.168364156,No data,No data,No data,0.053682843,No data,0.601463401,SIM bHLH transcription factor 1,True,,,,,,,0.0,na,na
264,NDN,ENSG00000182636,0.198551048,0.160972559,No data,No data,No data,0.439441438,No data,0.556262484,"necdin, MAGE family member",True,,,,,,,50.7,na,na
265,UGT1A1,ENSG00000241635,0.191960234,0.185462661,No data,No data,No data,0.129951456,No data,No data,UDP glucuronosyltransferase family 1 member A1,True,,,,,,,0.1,na,na
266,ACBD6,ENSG00000230124,0.185372185,0.185372185,No data,No data,No data,No data,No data,No data,acyl-CoA binding domain containing 6,True,,,,,,,10.5,low,medium
